species,yeast_ortholog,domain_arch_conservation
P_phil,P36119,Ortholog not conserved
P_phil,P36121,Ortholog not conserved
P_phil,P36126,Ortholog not conserved
P_phil,P36137,Ortholog not conserved
P_phil,P36145,Conserved domain architecture
P_phil,P36146,Ortholog not conserved
P_phil,P36147,Ortholog not conserved
P_phil,P36149,Lost domain(s)
P_phil,P36152,Lost domain(s)
P_phil,P36154,Ortholog not conserved
P_phil,P36159,Conserved domain architecture
P_phil,P36160,Lost domain(s)
P_phil,P36163,Ortholog not conserved
P_phil,P36164,Ortholog not conserved
P_phil,P36421,Conserved domain architecture
P_phil,P36516,Ortholog not conserved
P_phil,P36520,Ortholog not conserved
P_phil,P36523,Ortholog not conserved
P_phil,P36525,Ortholog not conserved
P_phil,P36527,Ortholog not conserved
P_phil,P36528,Ortholog not conserved
P_phil,P36531,Ortholog not conserved
P_phil,P36532,Ortholog not conserved
P_phil,P36775,Ortholog not conserved
P_phil,P37020,Ortholog not conserved
P_phil,P37263,Ortholog not conserved
P_phil,P37303,Ortholog not conserved
P_phil,P37366,Lost domain(s)
P_phil,P37370,Ortholog not conserved
P_phil,P38061,Conserved domain architecture
P_phil,P38071,Ortholog not conserved
P_phil,P38074,Ortholog not conserved
P_phil,P38077,Ortholog not conserved
P_phil,P38120,Ortholog not conserved
P_phil,P38121,Lost domain(s)
P_phil,P38126,Conserved domain architecture
P_phil,P38138,Ortholog not conserved
P_phil,P38139,Ortholog not conserved
P_phil,P38166,Ortholog not conserved
P_phil,P38169,Ortholog not conserved
P_phil,P38170,Gained/swapped domain(s)
P_phil,P38179,Ortholog not conserved
P_phil,P38182,Ortholog not conserved
P_phil,P38191,Ortholog not conserved
P_phil,P38197,Ortholog not conserved
P_phil,P38198,Ortholog not conserved
P_phil,P38206,Ortholog not conserved
P_phil,P38207,Lost domain(s)
P_phil,P38211,Conserved domain architecture
P_phil,P38213,Ortholog not conserved
P_phil,P38217,Ortholog not conserved
P_phil,P38221,Conserved domain architecture
P_phil,P38230,Ortholog not conserved
P_phil,P38237,Lost domain(s)
P_phil,P38241,Ortholog not conserved
P_phil,P38242,Ortholog not conserved
P_phil,P38249,Ortholog not conserved
P_phil,P38250,Ortholog not conserved
P_phil,P38251,Gained/swapped domain(s)
P_phil,P38257,Ortholog not conserved
P_phil,P38261,Ortholog not conserved
P_phil,P38264,Conserved domain architecture
P_phil,P38274,Ortholog not conserved
P_phil,P38281,Ortholog not conserved
P_phil,P38283,Ortholog not conserved
P_phil,P38293,Ortholog not conserved
P_phil,P38297,Ortholog not conserved
P_phil,P38301,Ortholog not conserved
P_phil,P38316,Ortholog not conserved
P_phil,P38319,Ortholog not conserved
P_phil,P38323,Ortholog not conserved
P_phil,P38328,Ortholog not conserved
P_phil,P38329,Ortholog not conserved
P_phil,P38332,Conserved domain architecture
P_phil,P38333,Ortholog not conserved
P_phil,P38334,Ortholog not conserved
P_phil,P38336,Lost domain(s)
P_phil,P38340,Ortholog not conserved
P_phil,P38342,Ortholog not conserved
P_phil,P38345,Ortholog not conserved
P_phil,P38351,Ortholog not conserved
P_phil,P38356,Ortholog not conserved
P_phil,P38361,Ortholog not conserved
P_phil,P38430,Ortholog not conserved
P_phil,P38431,Lost domain(s)
P_phil,P38439,Ortholog not conserved
P_phil,P38523,Ortholog not conserved
P_phil,P38624,Conserved domain architecture
P_phil,P38628,Gained/swapped domain(s)
P_phil,P38630,Conserved domain architecture
P_phil,P38632,Conserved domain architecture
P_phil,P38633,Conserved domain architecture
P_phil,P38687,Ortholog not conserved
P_phil,P38688,Ortholog not conserved
P_phil,P38698,Conserved domain architecture
P_phil,P38701,Conserved domain architecture
P_phil,P38705,Ortholog not conserved
P_phil,P38708,Conserved domain architecture
P_phil,P38736,Ortholog not conserved
P_phil,P38737,Ortholog not conserved
P_phil,P38740,Ortholog not conserved
P_phil,P38741,Ortholog not conserved
P_phil,P38744,Ortholog not conserved
P_phil,P38747,Ortholog not conserved
P_phil,P38748,Ortholog not conserved
P_phil,P38750,Ortholog not conserved
P_phil,P38759,Ortholog not conserved
P_phil,P38764,Lost domain(s)
P_phil,P38768,Ortholog not conserved
P_phil,P38771,Ortholog not conserved
P_phil,P38772,Ortholog not conserved
P_phil,P38782,Conserved domain architecture
P_phil,P38783,Ortholog not conserved
P_phil,P38786,Conserved domain architecture
P_phil,P38791,Conserved domain architecture
P_phil,P38792,Lost domain(s)
P_phil,P38793,Conserved domain architecture
P_phil,P38795,Ortholog not conserved
P_phil,P38796,Ortholog not conserved
P_phil,P38797,Ortholog not conserved
P_phil,P38798,Ortholog not conserved
P_phil,P38803,Ortholog not conserved
P_phil,P38804,Ortholog not conserved
P_phil,P38811,Lost domain(s)
P_phil,P38812,Ortholog not conserved
P_phil,P38820,Lost domain(s)
P_phil,P38828,Ortholog not conserved
P_phil,P38829,Conserved domain architecture
P_phil,P38836,Ortholog not conserved
P_phil,P38842,Ortholog not conserved
P_phil,P38843,Conserved domain architecture
P_phil,P38849,Ortholog not conserved
P_phil,P38850,Ortholog not conserved
P_phil,P38852,Ortholog not conserved
P_phil,P38860,Ortholog not conserved
P_phil,P38861,Conserved domain architecture
P_phil,P38862,Ortholog not conserved
P_phil,P38869,Conserved domain architecture
P_phil,P38873,Ortholog not conserved
P_phil,P38874,Ortholog not conserved
P_phil,P38875,Ortholog not conserved
P_phil,P38877,Ortholog not conserved
P_phil,P38878,Ortholog not conserved
P_phil,P38879,Lost domain(s)
P_phil,P38882,Conserved domain architecture
P_phil,P38886,Conserved domain architecture
P_phil,P38903,Conserved domain architecture
P_phil,P38910,Ortholog not conserved
P_phil,P38912,Conserved domain architecture
P_phil,P38934,Ortholog not conserved
P_phil,P38959,Ortholog not conserved
P_phil,P38961,Conserved domain architecture
P_phil,P38962,Ortholog not conserved
P_phil,P38968,Lost domain(s)
P_phil,P38987,Ortholog not conserved
P_phil,P38994,Conserved domain architecture
P_phil,P38996,Ortholog not conserved
P_phil,P39007,Ortholog not conserved
P_phil,P39008,Conserved domain architecture
P_phil,P39012,Ortholog not conserved
P_phil,P39079,Conserved domain architecture
P_phil,P39081,Ortholog not conserved
P_phil,P39111,Ortholog not conserved
P_phil,P39515,Ortholog not conserved
P_phil,P39525,Ortholog not conserved
P_phil,P39526,Ortholog not conserved
P_phil,P39682,Ortholog not conserved
P_phil,P39685,Ortholog not conserved
P_phil,P39706,Ortholog not conserved
P_phil,P39721,Ortholog not conserved
P_phil,P39722,Ortholog not conserved
P_phil,P39726,Ortholog not conserved
P_phil,P39727,Ortholog not conserved
P_phil,P39730,Lost domain(s)
P_phil,P39731,Ortholog not conserved
P_phil,P39744,Ortholog not conserved
P_phil,P39904,Ortholog not conserved
P_phil,P39923,Ortholog not conserved
P_phil,P39929,Ortholog not conserved
P_phil,P39937,Ortholog not conserved
P_phil,P39954,Ortholog not conserved
P_phil,P39956,Ortholog not conserved
P_phil,P39968,Ortholog not conserved
P_phil,P39985,Ortholog not conserved
P_phil,P39994,Ortholog not conserved
P_phil,P39998,Ortholog not conserved
P_phil,P40005,Ortholog not conserved
P_phil,P40007,Ortholog not conserved
P_phil,P40008,Ortholog not conserved
P_phil,P40013,Conserved domain architecture
P_phil,P40015,Ortholog not conserved
P_phil,P40016,Lost domain(s)
P_phil,P40018,Conserved domain architecture
P_phil,P40019,Ortholog not conserved
P_phil,P40029,Ortholog not conserved
P_phil,P40031,Ortholog not conserved
P_phil,P40032,Lost domain(s)
P_phil,P40033,Ortholog not conserved
P_phil,P40040,Lost domain(s)
P_phil,P40051,Ortholog not conserved
P_phil,P40055,Conserved domain architecture
P_phil,P40061,Ortholog not conserved
P_phil,P40078,Conserved domain architecture
P_phil,P40085,Ortholog not conserved
P_phil,P40086,Ortholog not conserved
P_phil,P40087,Ortholog not conserved
P_phil,P40093,Conserved domain architecture
P_phil,P40099,Ortholog not conserved
P_phil,P40151,Ortholog not conserved
P_phil,P40154,Ortholog not conserved
P_phil,P40157,Lost domain(s)
P_phil,P40160,Conserved domain architecture
P_phil,P40164,Ortholog not conserved
P_phil,P40165,Ortholog not conserved
P_phil,P40206,Ortholog not conserved
P_phil,P40208,Ortholog not conserved
P_phil,P40210,Ortholog not conserved
P_phil,P40217,Lost domain(s)
P_phil,P40302,Lost domain(s)
P_phil,P40317,Ortholog not conserved
P_phil,P40318,Ortholog not conserved
P_phil,P40335,Ortholog not conserved
P_phil,P40343,Ortholog not conserved
P_phil,P40344,Ortholog not conserved
P_phil,P40347,Ortholog not conserved
P_phil,P40350,Ortholog not conserved
P_phil,P40351,Ortholog not conserved
P_phil,P40359,Ortholog not conserved
P_phil,P40362,Ortholog not conserved
P_phil,P40422,Conserved domain architecture
P_phil,P40459,Ortholog not conserved
P_phil,P40460,Lost domain(s)
P_phil,P40468,Ortholog not conserved
P_phil,P40469,Ortholog not conserved
P_phil,P40477,Ortholog not conserved
P_phil,P40481,Ortholog not conserved
P_phil,P40486,Ortholog not conserved
P_phil,P40492,Ortholog not conserved
P_phil,P40493,Ortholog not conserved
P_phil,P40496,Ortholog not conserved
P_phil,P40498,Ortholog not conserved
P_phil,P40506,Ortholog not conserved
P_phil,P40509,Ortholog not conserved
P_phil,P40513,Ortholog not conserved
P_phil,P40515,Ortholog not conserved
P_phil,P40516,Ortholog not conserved
P_phil,P40517,Ortholog not conserved
P_phil,P40530,Ortholog not conserved
P_phil,P40531,Ortholog not conserved
P_phil,P40541,Lost domain(s)
P_phil,P40544,Ortholog not conserved
P_phil,P40547,Ortholog not conserved
P_phil,P40554,Conserved domain architecture
P_phil,P40555,Ortholog not conserved
P_phil,P40562,Ortholog not conserved
P_phil,P40565,Ortholog not conserved
P_phil,P40566,Ortholog not conserved
P_phil,P40571,Lost domain(s)
P_phil,P40825,Lost domain(s)
P_phil,P40850,Ortholog not conserved
P_phil,P40857,Ortholog not conserved
P_phil,P40858,Ortholog not conserved
P_phil,P40957,Lost domain(s)
P_phil,P40958,Ortholog not conserved
P_phil,P40959,Ortholog not conserved
P_phil,P40960,Ortholog not conserved
P_phil,P40962,Ortholog not conserved
P_phil,P40987,Conserved domain architecture
P_phil,P40988,Ortholog not conserved
P_phil,P40992,Ortholog not conserved
P_phil,P41318,Ortholog not conserved
P_phil,P41543,Ortholog not conserved
P_phil,P41544,Ortholog not conserved
P_phil,P41697,Ortholog not conserved
P_phil,P41733,Ortholog not conserved
P_phil,P41734,Ortholog not conserved
P_phil,P41735,Ortholog not conserved
P_phil,P41800,Ortholog not conserved
P_phil,P41805,Conserved domain architecture
P_phil,P41806,Ortholog not conserved
P_phil,P41807,Lost domain(s)
P_phil,P41810,Conserved domain architecture
P_phil,P41812,Ortholog not conserved
P_phil,P41814,Ortholog not conserved
P_phil,P41819,Conserved domain architecture
P_phil,P41833,Ortholog not conserved
P_phil,P41834,Ortholog not conserved
P_phil,P41895,Lost domain(s)
P_phil,P41896,Lost domain(s)
P_phil,P41903,Ortholog not conserved
P_phil,P41910,Lost domain(s)
P_phil,P41940,Conserved domain architecture
P_phil,P42839,Ortholog not conserved
P_phil,P42842,Conserved domain architecture
P_phil,P42844,Ortholog not conserved
P_phil,P42846,Ortholog not conserved
P_phil,P42847,Ortholog not conserved
P_phil,P42935,Lost domain(s)
P_phil,P42938,Ortholog not conserved
P_phil,P42940,Ortholog not conserved
P_phil,P42941,Ortholog not conserved
P_phil,P42942,Ortholog not conserved
P_phil,P42945,Ortholog not conserved
P_phil,P42948,Ortholog not conserved
P_phil,P42951,Ortholog not conserved
P_phil,P43123,Conserved domain architecture
P_phil,P43124,Lost domain(s)
P_phil,P43132,Gained/swapped domain(s)
P_phil,P43557,Ortholog not conserved
P_phil,P43558,Ortholog not conserved
P_phil,P43564,Ortholog not conserved
P_phil,P43568,Ortholog not conserved
P_phil,P43571,Ortholog not conserved
P_phil,P43572,Ortholog not conserved
P_phil,P43577,Conserved domain architecture
P_phil,P43583,Ortholog not conserved
P_phil,P43587,Conserved domain architecture
P_phil,P43589,Ortholog not conserved
P_phil,P43594,Ortholog not conserved
P_phil,P43599,Ortholog not conserved
P_phil,P43605,Ortholog not conserved
P_phil,P43607,Conserved domain architecture
P_phil,P43619,Ortholog not conserved
P_phil,P43621,Lost domain(s)
P_phil,P43636,Ortholog not conserved
P_phil,P45976,Conserved domain architecture
P_phil,P45978,Ortholog not conserved
P_phil,P46669,Ortholog not conserved
P_phil,P46672,Conserved domain architecture
P_phil,P46674,Ortholog not conserved
P_phil,P46675,Ortholog not conserved
P_phil,P46677,Gained/swapped domain(s)
P_phil,P46678,Conserved domain architecture
P_phil,P46680,Ortholog not conserved
P_phil,P46943,Ortholog not conserved
P_phil,P46944,Ortholog not conserved
P_phil,P46945,Ortholog not conserved
P_phil,P46947,Ortholog not conserved
P_phil,P46957,Ortholog not conserved
P_phil,P46959,Ortholog not conserved
P_phil,P46961,Ortholog not conserved
P_phil,P46964,Ortholog not conserved
P_phil,P46965,Conserved domain architecture
P_phil,P46969,Ortholog not conserved
P_phil,P46988,Ortholog not conserved
P_phil,P47026,Lost domain(s)
P_phil,P47039,Ortholog not conserved
P_phil,P47040,Ortholog not conserved
P_phil,P47044,Ortholog not conserved
P_phil,P47045,Ortholog not conserved
P_phil,P47048,Ortholog not conserved
P_phil,P47051,Ortholog not conserved
P_phil,P47054,Ortholog not conserved
P_phil,P47061,Ortholog not conserved
P_phil,P47076,Conserved domain architecture
P_phil,P47077,Ortholog not conserved
P_phil,P47083,Conserved domain architecture
P_phil,P47085,Ortholog not conserved
P_phil,P47088,Ortholog not conserved
P_phil,P47089,Ortholog not conserved
P_phil,P47096,Ortholog not conserved
P_phil,P47104,Ortholog not conserved
P_phil,P47111,Ortholog not conserved
P_phil,P47117,Ortholog not conserved
P_phil,P47119,Ortholog not conserved
P_phil,P47120,Lost domain(s)
P_phil,P47122,Conserved domain architecture
P_phil,P47123,Ortholog not conserved
P_phil,P47125,Ortholog not conserved
P_phil,P47128,Ortholog not conserved
P_phil,P47131,Ortholog not conserved
P_phil,P47133,Ortholog not conserved
P_phil,P47134,Lost domain(s)
P_phil,P47140,Ortholog not conserved
P_phil,P47142,Ortholog not conserved
P_phil,P47143,Ortholog not conserved
P_phil,P47145,Ortholog not conserved
P_phil,P47147,Ortholog not conserved
P_phil,P47150,Ortholog not conserved
P_phil,P47154,Conserved domain architecture
P_phil,P47158,Ortholog not conserved
P_phil,P47166,Ortholog not conserved
P_phil,P47170,Ortholog not conserved
P_phil,P47173,Ortholog not conserved
P_phil,P47818,Ortholog not conserved
P_phil,P48015,Ortholog not conserved
P_phil,P48231,Lost domain(s)
P_phil,P48234,Lost domain(s)
P_phil,P48237,Ortholog not conserved
P_phil,P48360,Conserved domain architecture
P_phil,P48362,Ortholog not conserved
P_phil,P48363,Ortholog not conserved
P_phil,P48415,Ortholog not conserved
P_phil,P48445,Ortholog not conserved
P_phil,P48525,Ortholog not conserved
P_phil,P48527,Ortholog not conserved
P_phil,P48563,Ortholog not conserved
P_phil,P48567,Ortholog not conserved
P_phil,P48581,Ortholog not conserved
P_phil,P48589,Conserved domain architecture
P_phil,P48606,Ortholog not conserved
P_phil,P48743,Ortholog not conserved
P_phil,P48836,Ortholog not conserved
P_phil,P48837,Ortholog not conserved
P_phil,P49017,Ortholog not conserved
P_phil,P49018,Conserved domain architecture
P_phil,P49095,Ortholog not conserved
P_phil,P49167,Ortholog not conserved
P_phil,P49334,Ortholog not conserved
P_phil,P49686,Conserved domain architecture
P_phil,P49775,Ortholog not conserved
P_phil,P49955,Conserved domain architecture
P_phil,P49956,Lost domain(s)
P_phil,P49957,Conserved domain architecture
P_phil,P50076,Ortholog not conserved
P_phil,P50077,Ortholog not conserved
P_phil,P50113,Ortholog not conserved
P_phil,P50264,Ortholog not conserved
P_phil,P50874,Ortholog not conserved
P_phil,P50875,Ortholog not conserved
P_phil,P51534,Ortholog not conserved
P_phil,P51601,Ortholog not conserved
P_phil,P51998,Ortholog not conserved
P_phil,P52286,Lost domain(s)
P_phil,P52553,Ortholog not conserved
P_phil,P52891,Ortholog not conserved
P_phil,P52918,Ortholog not conserved
P_phil,P52923,Ortholog not conserved
P_phil,P53008,Ortholog not conserved
P_phil,P53010,Ortholog not conserved
P_phil,P53038,Ortholog not conserved
P_phil,P53039,Lost domain(s)
P_phil,P53040,Conserved domain architecture
P_phil,P53044,Conserved domain architecture
P_phil,P53061,Ortholog not conserved
P_phil,P53063,Ortholog not conserved
P_phil,P53064,Ortholog not conserved
P_phil,P53065,Ortholog not conserved
P_phil,P53068,Conserved domain architecture
P_phil,P53070,Ortholog not conserved
P_phil,P53072,Ortholog not conserved
P_phil,P53073,Ortholog not conserved
P_phil,P53081,Gained/swapped domain(s)
P_phil,P53083,Ortholog not conserved
P_phil,P53088,Lost domain(s)
P_phil,P53093,Ortholog not conserved
P_phil,P53102,Conserved domain architecture
P_phil,P53108,Ortholog not conserved
P_phil,P53112,Ortholog not conserved
P_phil,P53136,Ortholog not conserved
P_phil,P53137,Ortholog not conserved
P_phil,P53145,Conserved domain architecture
P_phil,P53146,Ortholog not conserved
P_phil,P53148,Ortholog not conserved
P_phil,P53152,Ortholog not conserved
P_phil,P53153,Conserved domain architecture
P_phil,P53157,Ortholog not conserved
P_phil,P53163,Ortholog not conserved
P_phil,P53165,Ortholog not conserved
P_phil,P53177,Ortholog not conserved
P_phil,P53178,Ortholog not conserved
P_phil,P53179,Ortholog not conserved
P_phil,P53187,Conserved domain architecture
P_phil,P53192,Ortholog not conserved
P_phil,P53193,Ortholog not conserved
P_phil,P53201,Ortholog not conserved
P_phil,P53215,Ortholog not conserved
P_phil,P53217,Gained/swapped domain(s)
P_phil,P53223,Ortholog not conserved
P_phil,P53227,Conserved domain architecture
P_phil,P53230,Ortholog not conserved
P_phil,P53254,Ortholog not conserved
P_phil,P53255,Ortholog not conserved
P_phil,P53256,Lost domain(s)
P_phil,P53259,Ortholog not conserved
P_phil,P53261,Lost domain(s)
P_phil,P53266,Ortholog not conserved
P_phil,P53273,Ortholog not conserved
P_phil,P53275,Ortholog not conserved
P_phil,P53290,Ortholog not conserved
